dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
A spatiotemporal organ-wide gene expression and cell atlas of the developing human heart,SPA30,SPA30.tif,Heart,Healthy,,Homo sapiens,,Spatial Transcriptomics,16-Dec-19,CC BY 4.0,https://www.sciencedirect.com/science/article/pii/S0092867419312826?via%3Dihub,https://data.mendeley.com/datasets/mbvhhf8m62/2,200,100,211,Snap Frozen,39739,,,0.8629236720003869,20x,9830,8602,Heart,9 Post Conception Week,ST_Sample_9PCW_6,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA15,SPA15.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,267,,16573,,,0.6914276684025725,20x,9272,9931,Olfactory bulb,,MOB Replicate 1,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA14,SPA14.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,280,,15981,,,0.681333463,20x,9295,9910,Olfactory bulb,,MOB Replicate 2,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA13,SPA13.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,269,,16014,,,0.6908381271437432,20x,9259,9916,Olfactory bulb,,MOB Replicate 3,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA12,SPA12.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,264,,15941,,,0.6848134161267635,20x,9295,9921,Olfactory bulb,,MOB Replicate 4,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA11,SPA11.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,267,,15290,,,0.6891763358446381,20x,9291,9932,Olfactory bulb,,MOB Replicate 5,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA10,SPA10.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,242,,16251,,,0.7133029513996617,20x,9261,9917,Olfactory bulb,,MOB Replicate 6,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA9,SPA9.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,231,,16675,,,0.6830540825380869,20x,9276,9910,Olfactory bulb,,MOB Replicate 7,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA8,SPA8.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,234,,15288,,,0.7132058784240228,20x,9275,9910,Olfactory bulb,,MOB Replicate 8,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA7,SPA7.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,237,,15284,,,0.6961356699859286,20x,9286,9912,Olfactory bulb,,MOB Replicate 9,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA6,SPA6.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,281,,16416,,,0.6832909393100268,20x,9292,9899,Olfactory bulb,,MOB Replicate 10,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA5,SPA5.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,262,,16218,,,0.6723217164430995,20x,9275,9912,Olfactory bulb,,MOB Replicate 11,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA4,SPA4.tif,Brain,Healthy,,Mus musculus,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,282,,16034,,,0.6952887967242561,20x,9294,9899,Olfactory bulb,,MOB Replicate 12,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA3,SPA3.tif,Breast,Cancer,IDC,Homo sapiens,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,254,,14880,,,0.6907780419973067,20x,9245,9949,Breast,,Breast Cancer Layer 1,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA2,SPA2.tif,Breast,Cancer,IDC,Homo sapiens,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,251,,14789,,,0.6916422555376283,20x,9293,9930,Breast,,Breast Cancer Layer 2,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA1,SPA1.tif,Breast,Cancer,IDC,Homo sapiens,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,264,,14929,,,0.6845428002736247,20x,9277,9931,Breast,,Breast Cancer Layer 3,v1_0_0
Visualization and analysis of gene expression in tissue sections by spatial transcriptomics,SPA0,SPA0.tif,Breast,Cancer,IDC,Homo sapiens,,Spatial Transcriptomics,1-Jul-16,,https://pubmed.ncbi.nlm.nih.gov/27365449/,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,200,100,262,,14808,,,0.6871015385395199,20x,9261,9933,Breast,,Breast Cancer Layer 4,v1_0_0
Prostate ST Internal,INT35,INT35.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,None (internal),Internal,None (internal),None (internal),100,55,3998,,17943,,0.2645833333333333,0.6147025235794584,20x,14912,14902,Prostate,,Sample_6884-AS-S1-B,v1_0_0
Prostate ST Internal,INT28,INT28.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,None (internal),Internal,None (internal),None (internal),100,55,3990,,17943,,0.2645833333333333,0.61598926,20x,14528,13580,Prostate,,Sample_6884-AS-S3-A,v1_0_0
Prostate ST Internal,INT27,INT27.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,None (internal),Internal,None (internal),None (internal),100,55,4176,,17943,,0.2645833333333333,0.6149087001260334,20x,15213,13920,Prostate,,Sample_6884-AS-S3-B,v1_0_0
Prostate ST Internal,INT26,INT26.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,None (internal),Internal,None (internal),None (internal),100,55,3894,,17943,,0.2645833333333333,0.6146044831559544,20x,13840,13760,Prostate,,Sample_6884-AS-S3-C,v1_0_0
Prostate ST Internal,INT25,INT25.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,None (internal),Internal,None (internal),None (internal),100,55,3808,,17943,,0.2645833333333333,0.6160112324238405,20x,14315,13998,Prostate,,Sample_6884-AS-S3-D,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT24,INT24.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 1,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4510,,17943,,0.45766590389016015,0.4573673151944301,40x,23040,23296,Kidney,,ccRCC tumor ffpe_c_2,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT23,INT23.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 2,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4755,,17943,,0.4576659038901602,0.45753312598456963,40x,17184,17020,Kidney,,ccRCC tumor ffpe_c_3,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT22,INT22.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 3,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,3829,,17943,,0.4576659038901602,0.45750431612431264,40x,17127,16927,Kidney,,ccRCC tumor ffpe_c_4,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT21,INT21.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 4,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4975,,17943,,0.4576659038901602,0.45733665909579513,40x,17128,16878,Kidney,,ccRCC tumor ffpe_c_7,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT20,INT20.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 5,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4860,,17943,,0.4576659038901602,0.45710955674721876,40x,17214,16781,Kidney,,ccRCC tumor ffpe_c_10,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT19,INT19.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 6,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4948,,17943,,0.4576659038901602,0.45725462779329035,40x,16989,16751,Kidney,,ccRCC tumor ffpe_c_20,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT18,INT18.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 7,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4915,,17943,,0.4576659038901602,0.4580980504589049,40x,17115,17071,Kidney,,ccRCC tumor ffpe_c_21,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT17,INT17.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 8,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,3585,,17943,,0.4576659038901602,0.45753031188101845,40x,17482,16885,Kidney,,ccRCC tumor ffpe_c_34,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT16,INT16.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 9,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,3206,,17943,,0.4576659038901602,0.4576384517104322,40x,17158,16884,Kidney,,ccRCC tumor ffpe_c_36,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT15,INT15.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 10,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4940,,17943,,0.4576659038901602,0.457852371,40x,17303,16404,Kidney,,ccRCC tumor ffpe_c_39,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT14,INT14.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 11,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4562,,17943,,0.4576659038901602,0.45757175525435523,40x,17040,16863,Kidney,,ccRCC tumor ffpe_c_45,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT13,INT13.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 12,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,4359,,17943,,0.4576659038901602,0.4574277884098857,40x,17110,16934,Kidney,,ccRCC tumor ffpe_c_51,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT12,INT12.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 13,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1451,,36601,,0.45766590389016015,0.4576641783871348,40x,19200,18944,Kidney,,ccRCC tumor frozen_a_1,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT11,INT11.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 14,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1439,,36601,,0.45766590389016015,0.456621005,40x,19200,19712,Kidney,,ccRCC tumor frozen_a_3,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT10,INT10.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 15,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1983,,36601,,0.45766590389016015,0.4580147333902844,40x,21120,19200,Kidney,,ccRCC tumor frozen_a_15,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT9,INT9.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 16,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1696,,36601,,0.45766590389016015,0.45754903571112904,40x,19200,18944,Kidney,,ccRCC tumor frozen_a_17,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT8,INT8.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 17,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1949,,36601,,0.45766590389016015,0.45703839122486284,40x,19200,19712,Kidney,,ccRCC tumor frozen_b_1,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT7,INT7.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 18,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,2374,,36601,,0.45766590389016015,0.45766560432226266,40x,21120,19200,Kidney,,ccRCC tumor frozen_b_7,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT6,INT6.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 19,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1678,,36601,,0.45766590389016015,0.45714282397149697,40x,23040,20480,Kidney,,ccRCC tumor frozen_b_13,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT5,INT5.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 20,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1186,,36601,,0.45766590389016015,0.45661981448671984,40x,21120,19456,Kidney,,ccRCC tumor frozen_b_18,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT4,INT4.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 21,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1349,,36601,,0.45766590389016015,0.4587134513912085,40x,19200,19456,Kidney,,ccRCC tumor frozen_c_2,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT3,INT3.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 22,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,2007,,36601,,0.45766590389016015,0.4576659038901602,40x,21120,19456,Kidney,,ccRCC tumor frozen_c_5,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT2,INT2.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 23,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,2580,,36601,,0.45766590389016015,0.45703839122486284,40x,19200,19200,Kidney,,ccRCC tumor frozen_c_23,v1_0_0
Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,INT1,INT1.tif,Kidney,Cancer,SCCRCC,Homo sapiens,Patient 24,Visium,3/3/22,Internal,https://pubmed.ncbi.nlm.nih.gov/35231421/,None (internal),100,55,1084,,36601,,0.45766590389016015,0.4568931177233368,40x,19200,19968,Kidney,,ccRCC tumor frozen_c_57,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND162,MEND162.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,2609,Fresh Frozen,33538,,,0.17172844541854904,40x,48640,47104,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H1_1,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND161,MEND161.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,2775,Fresh Frozen,33538,,,0.6875667793808392,20x,13184,13184,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H1_2,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND160,MEND160.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,4079,Fresh Frozen,33538,,,0.5729649301384623,20x,15821,15821,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H1_4,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND159,MEND159.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,3856,Fresh Frozen,33538,,,0.6875645406332241,20x,13184,13184,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H1_5,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND158,MEND158.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,3092,Fresh Frozen,33538,,,0.5736952860766773,20x,15821,15821,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H2_1,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND157,MEND157.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,3190,Fresh Frozen,33538,,,0.5729649301384618,20x,15821,15667,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H2_2,v1_0_0
Spatially resolved clonal copy number alterations in benign and malignant tissueJus,MEND156,MEND156.tif,Prostate,Cancer,,Homo sapiens,patient 1,Visium,25-Mar-24,CC BY NC 3.0,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,100,55,3554,Fresh Frozen,33538,,,0.5729653938552056,20x,15821,15821,Prostate,"Gleason 4+3 ISUP grade group 4 , Prostatic Acinar Adenocarcinoma",patient_1_H2_5,v1_0_0
